MAGs	d	p	c	o	f	g	s
GFS_3657	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GFS_3738	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GFS_3829	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GFS_3870	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA9973	g__	s__
GFS_4339	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2100	g__UBA10103	s__
GFS_4440	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GFS_4441	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
GFS_4442	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__Peribacterales	f__Peribacteraceae	g__JAGORY01	s__
GFS_455	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA9973	g__UBA4124	s__
GFS_4738	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2100	g__UBA10103	s__
GFS_4946	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GFS_5198	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GFS_5233	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
GFS_5272	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__	g__	s__
GFS_5273	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__JACDBH01	g__JACDBH01	s__
GFS_5288	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__VEQN01	g__	s__
GFS_5522	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__CAIRYW01	g__	s__
GFS_5529	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
GFS_5687	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__	s__
GFS_5742	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA1547	g__UBA1547	s__
GFS_5782	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__Moranbacterales	f__UBA1568	g__UBA1568	s__
GFS_5796	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
GFS_5816	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
GFS_5930	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__JACDBH01	g__	s__
GFS_6063	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GFS_6108	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__PALSA-1337	g__CAIOGI01	s__
GFS_6112	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GFS_6115	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
GFS_6143	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GFS_6146	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GFS_6291	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GFS_6306	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GFS_6309	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GFS_6367	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JABFSX01	s__
GFS_6516	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__2-12-FULL-41-12	g__	s__
GFS_6584	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GFS_6731	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
GFS_6762	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__SZUA-47	g__RFTN01	s__
GFS_6774	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2100	g__UBA10103	s__
GFS_6819	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2103	g__C7867-001	s__
GFS_6887	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__UBA4664	f__UBA4664	g__UBA5169	s__
GFS_6964	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__2-12-FULL-41-12	g__	s__
GFS_7027	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__SBAW01	g__GWA1-54-10	s__
GFS_7029	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
GFS_7155	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__JAGOOR01	g__JAGOOR01	s__
GFS_7156	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
GFS_7157	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__Moranbacterales	f__UBA1568	g__UBA1568	s__
GFS_7162	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GFS_7187	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__	s__
GFS_7244	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__SBAW01	g__GWA1-54-10	s__
GFS_7411	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GFS_7435	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__SBAW01	g__GWA1-54-10	s__
GFS_7556	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__	s__
GFS_7590	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__	s__
GFS_7744	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__	g__	s__
GFS_7960	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__UBA4664	f__	g__	s__
GFS_7992	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__SZUA-47	g__RFTN01	s__
GFS_8026	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GFS_8028	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GFS_8148	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JABFSX01	s__
GFS_8391	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA9973	g__UBA8515	s__
GFS_8536	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__	g__	s__
GFS_8628	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GFS_8650	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GFS_8656	d__Bacteria	p__Patescibacteria	c__ABY1	o__SBBC01	f__CAIJZX01	g__CAIJZX01	s__
GFS_8658	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__SZUA-47	g__RFTN01	s__
GFS_8852	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
GFS_8903	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__Absconditabacterales	f__X112	g__Aalborg-AAW-1	s__
GFS_8930	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GFS_8935	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__CAIVSN01	s__
GFS_9019	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GFS_9266	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
GFS_9287	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__	g__	s__
GFS_9355	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA1547	g__UBA6175	s__
GFS_9404	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__PALSA-1337	g__CAIOGI01	s__
GFS_9566	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2103	g__C7867-001	s__
GFS_975	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
GFS_9835	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__	g__	s__
GFS_9894	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GFS_995	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA6164	g__	s__
GL102_DN_metabinner_13_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA1006	g__	s__
GL106_UP_metabat_27	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
GL106_UP_metabinner_5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__CAIZLB01	g__CAIZLB01	s__
GL109_DN_metabat_33	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL109_DN_metabinner_7	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__SZUA-47	g__RFTN01	s__
GL114_DN_metabat_102	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
GL114_DN_metabinner_11	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
GL114_DN_metabinner_19_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__Damh-18	s__
GL114_DN_metabinner_8	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL115_UP_metabinner_16	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL116_DN_metabat_24	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL116_DN_metabinner_17_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2103	g__C7867-001	s__
GL116_DN_metabinner_37_sub	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__SZUA-47	g__JAGONL01	s__
GL116_DN_metabinner_44	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL117_UP_concoct_184_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2103	g__C7867-001	s__
GL117_UP_metabinner_13	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__Peribacterales	f__Peribacteraceae	g__JACRIG01	s__
GL117_UP_metabinner_71	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__JACDBH01	g__JACDBH01	s__
GL119_DN_metabinner_42	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__PALSA-1337	g__C7867-002	s__
GL122_UP_concoct_153_sub	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__	g__	s__
GL122_UP_metabinner_21_sub	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
GL124_DN_metabat_99	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
GL124_DN_metabinner_20	d__Bacteria	p__Patescibacteria	c__Microgenomatia	o__UBA1400	f__PJMF01	g__UBA9650	s__
GL124_UP_metabinner_16	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__SZUA-47	g__RFTN01	s__
GL16_Down_concoct_99_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__Moranbacterales	f__UBA1568	g__SSEF01	s__
GL16_Down_metabinner_2	d__Bacteria	p__Patescibacteria	c__UBA1384	o__CAILIB01	f__CAILIB01	g__	s__
GL17_Up_concoct_71	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
GL22_DN_metabinner_3	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA5946	g__RZYF01	s__
GL22_UP_metabat_32	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GL24_UP_concoct_125	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL24_UP_metabinner_8	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL27_UP_concoct_212	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__JACDBH01	g__JACDBH01	s__
GL28_DN_metabat_48	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL28_UP_metabat_94	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL32_UP_concoct_49	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__SBAW01	g__GWA1-54-10	s__
GL36_UP_metabinner_15	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GL44_UP_concoct_98_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GL44_UP_metabat_15	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
GL47_Down_metabinner_12	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__Absconditabacterales	f__X112	g__	s__
GL47_Up_metabat_157	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL47_Up_metabat_76	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA9973	g__UBA8515	s__
GL48_Down_metabinner_4	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL49_Down_concoct_151_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GL49_Down_metabat_68_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL49_Down_metabat_72	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GL49_Down_metabinner_19	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__	g__	s__
GL49_Down_metabinner_20	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
GL49_Down_metabinner_27	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL51_DN_metabat_136	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GL51_DN_metabat_148	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL51_DN_metabinner_26	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL51_DN_metabinner_28	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL52_DN_metabat_56	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__	s__
GL54_UP_metabat_18_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GL54_UP_metabat_24	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GL54_UP_metabinner_14	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL56_Down_metabinner_2	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL61_DN_metabat_25	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA9973	g__UBA4124	s__
GL61_DN_metabat_65	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
GL65_DN_metabinner_21	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL68_DN_metabinner_17	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GL6_UpB_metabinner_11_sub	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__AQU-01	g__AQU-01	s__
GL72_DN_metabinner_43	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__	s__
GL72_UP_metabat_91	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA9973	g__UBA8515	s__
GL72_UP_metabinner_32	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__RGVC01	s__
GL73_DN_concoct_161	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__Peribacterales	f__Peribacteraceae	g__SICN01	s__
GL73_UP_concoct_64	d__Bacteria	p__Patescibacteria	c__CPR2	o__UBA1875	f__CAIMLA01	g__	s__
GL73_UP_metabinner_6	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GL74_DN_concoct_258_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2103	g__C7867-001	s__
GL74_DN_concoct_41_sub	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA1547	g__UBA1547	s__
GL74_DN_metabinner_22	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__	s__
GL74_UP_concoct_124_sub	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__SZUA-46	s__
GL74_UP_metabat_189	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__AQU-01	g__	s__
GL75_DN_metabat_86	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JABFSX01	s__
GL75_UP_metabinner_27_sub	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__	s__
GL79_DN_metabinner_11_sub	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__	s__
GL79_DN_metabinner_28	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__JACMRA01	s__
GL80_DN_metabinner_5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL82_DN_metabat_113	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GL82_DN_metabinner_42_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
GL82_UP_metabat_7	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__Moranbacterales	f__UBA1568	g__UBA1568	s__
GL85_DN_concoct_211_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__SBAW01	g__GWA1-54-10	s__
GL85_DN_metabinner_15	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__SBAW01	g__GWA1-54-10	s__
GL85_DN_metabinner_41_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
GL85_DN_metabinner_53	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__SBAW01	g__GWA1-54-10	s__
GL85_UP_concoct_164	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA1547	g__UBA6175	s__
GL86_DN_concoct_6_sub	d__Bacteria	p__Patescibacteria	c__ABY1	o__SBBC01	f__CAIJZX01	g__	s__
GL88_DN_metabinner_11	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
GL93_DN_concoct_43	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2100	g__UBA10103	s__
GL93_UP_metabat_156	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
GL93_UP_metabinner_59_sub	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA1547	g__UBA6175	s__
GL94_DN_metabat_15	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2100	g__UBA10103	s__
GL94_DN_metabinner_14	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL94_DN_metabinner_20	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
GL94_DN_metabinner_21	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JABFSX01	s__
GL94_UP_concoct_244_sub	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__	s__
GL94_UP_metabinner_44	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA1547	g__UBA6175	s__
GL95_DN_concoct_112	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JABFSX01	s__
GL97_DN_metabinner_30_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2100	g__UBA10103	s__
GL98_UP_metabinner_11	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
GL98_UP_metabinner_12	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL98_UP_metabinner_9	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
GL99_UP_concoct_123	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__Damh-18	s__
GLR20_GL16_DN_1_concoct_119	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
GLR20_GL16_DN_1_concoct_1_sub	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
GLR20_GL16_DN_1_concoct_28	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__Absconditabacterales	f__X112	g__	s__
GLR20_GL16_DN_1_metabinner_7	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__CAIVSN01	s__
GLR21_GL16_DN_2_metabat_2	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__JACMRA01	s__
GLR2_GL5_UP_2_concoct_31	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
GLR2_GL5_UP_2_metabat_31	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
GLR2_GL5_UP_2_metabat_66_sub	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
GLR2_GL5_UP_2_metabinner_4	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
338R_concoct_94	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
341R_concoct_147	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Limnoglobus	s__
GFS_10023	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
GFS_10199	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Limnoglobus	s__
GFS_11543	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Urbifossiella	s__
GFS_11547	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
GFS_11554	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
GFS_11651	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
GFS_11693	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
GFS_11779	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Limnoglobus	s__
GFS_12324	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
GFS_12672	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__
GFS_12844	d__Bacteria	p__Planctomycetota	c__UBA11346	o__	f__	g__	s__
GFS_12863	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__
GFS_12867	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
GFS_12895	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
GFS_13068	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
GFS_13292	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
